label,is_cagr,is_maxdd,is_sharpe,sleeve_avg,turnover_py,sub1_cagr,sub1_maxdd,sub2_cagr,sub2_maxdd,sub3_cagr,sub3_maxdd
v1_flat_frictions,0.31137744227261144,-0.24728301202523983,1.808386447498662,0.0,4.006317315850184,0.45291010291467626,-0.2210317546659557,0.23285578786045535,-0.20601485646477113,0.23796088396016435,-0.24728301202523995
baseline_C3,0.3015461167560396,-0.24271232147851507,1.76084207634336,0.0,4.044640041436612,0.4210462745714596,-0.23072812596195424,0.23212535811777446,-0.20542078803811936,0.24089288577845314,-0.24271232147851518
C1_sleeve5,0.3168117398431285,-0.26488282878318403,1.8050769429941649,0.035145918535236395,4.734581606539221,0.4363840469698621,-0.23072818689429664,0.24082350302206867,-0.20917103850896623,0.26261214914055153,-0.26488282878318403
C1_sleeve10,0.31676773472085085,-0.2643543998537855,1.808615348252369,0.03385871573327706,4.7845597269411435,0.43684710783684744,-0.23072816956376063,0.2407205978636826,-0.2101455973866153,0.2621194565210496,-0.2643543998537856
C1_sleeve15,0.3178629420919554,-0.2759295762077373,1.8157836057637644,0.0357995621556575,4.7334118899876465,0.44210850338843466,-0.23072814295726907,0.24275140106426862,-0.21134630191068537,0.25809128274786786,-0.2759295762077373
C2_taper1.25,0.32622982805221135,-0.23453658856434711,1.8560500981068406,0.0,4.489176375949058,0.4570790854141291,-0.23453658856434711,0.24727833499186658,-0.22462956054887218,0.2629671999055143,-0.21095893840074098
C2_taper1.5,0.3227928364575454,-0.23137890703025998,1.8476220389316638,0.0,4.3733166795096245,0.4491803732631767,-0.23137890703025998,0.24468330910345837,-0.22040795475944241,0.26331100828128173,-0.21080391648413044
C2_taper2.0,0.3159224171131294,-0.2347252994214597,1.8228288409781788,0.0,4.240391959710113,0.4424965128317295,-0.2347252994214597,0.24174437765597623,-0.21412827994439898,0.25251744833579925,-0.2339706085022707
C1+C2_mid,0.3350957684702811,-0.23168422902660413,1.8766292553100636,0.02918800021023215,4.952138448581755,0.46729337927042414,-0.23168422902660413,0.24961260274666763,-0.22645000024114492,0.27722971218441006,-0.21586518925900833
