label,is_cagr,is_maxdd,is_sharpe,fw_cagr,fw_maxdd,fw_sharpe,full_cagr,full_maxdd,avg_exposure,turnover_py
base,0.31137744227261144,-0.24728301202523983,1.808386447498662,0.13162017969785977,-0.17979453229449927,0.8872374843836551,0.278662341587842,-0.24728301202523983,0.5298539026550588,3.9497483991676923
raw_momentum,0.3408019293089468,-0.7657307842479257,1.2902648712720821,0.11255777354952512,-0.4517188755410875,0.56843567206207,0.29847047122039716,-0.7657307842479257,0.9982584109490514,3.831585870581266
no_riskfree,0.27218321277813606,-0.2869636046414433,1.6401870316055773,0.105155123004264,-0.1899646379155845,0.7379096754392268,0.2419031882012186,-0.2869636046414433,0.5161809695479892,3.853246127128957
largecap_only,0.19191495081015209,-0.3124843010589955,1.1820713531672575,0.16531795392671111,-0.22691434048626635,1.015517718522656,0.18748407563520386,-0.3124843010589955,0.5080498670741365,3.7516427923220372
smaller_pool,0.2694728659199177,-0.3214803768531985,1.6012049691857178,0.1710040762688898,-0.1855180954487896,1.1070851749435153,0.25207239788872005,-0.3214803768531985,0.525323294900417,3.7675083232812705
ew_universe,0.169926437449486,-0.7223995496510867,0.7995908399148842,0.16719340494599533,-0.24076350420697135,0.9443516484893235,0.16989561737743752,-0.7223995496510867,0.9998497370398197,1.0341695354434444
reb_offset_10,0.31404449440301874,-0.22754256233387948,1.7992049168935214,0.08470763342629306,-0.2492633224321419,0.6309811191817796,0.27134315815921184,-0.2492633224321419,0.5302519647003409,3.9900657832874655
