label,is_cagr,is_maxdd,fw_cagr,fw_maxdd
pool300,0.3227928364575454,-0.23137890703025998,0.11543698983428796,-0.1699344875148524
pool500_+5bp,0.33883461517665014,-0.23170426184174076,0.11799636707476746,-0.24094586702412835
pool800_+15bp,0.3115946322976251,-0.23131653642361616,0.260391381838297,-0.18832822650898773
