label,is_cagr,is_maxdd,is_sharpe,fw_cagr,fw_maxdd,fw_sharpe,full_cagr,full_maxdd,sleeve_avg
v1_flat_frictions,0.31137744227261144,-0.24728301202523983,1.808386447498662,0.13162017969785977,-0.17979453229449927,0.8872374843836551,0.278662341587842,-0.24728301202523983,0.0
baseline_C3,0.3015461167560396,-0.24271232147851507,1.76084207634336,0.13599314842228782,-0.17338585166114662,0.8962981557424795,0.2716142663092844,-0.24271232147851507,0.0
C1_sleeve10_REJECTED,0.31676773472085085,-0.2643543998537855,1.808615348252369,0.1293699695530186,-0.20046522381001408,0.8365704339196438,0.2825656633577738,-0.2643543998537855,0.055182836546783375
v2,0.3227928364575454,-0.23137890703025998,1.8476220389316638,0.11543698983428796,-0.1699344875148524,0.7968155851136929,0.28460203054004696,-0.23137890703025998,0.0
